Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,2011-05-13,1604775.58,0,76.0,3.9,215.964,7.682
1,2011-05-20,1428218.27,0,68.0,3.91,215.734,7.682
1,2011-05-27,1466046.67,0,78.0,3.79,215.504,7.682
1,2011-06-03,1635078.41,0,83.0,3.7,215.274,7.682
1,2011-06-10,1588948.32,0,83.0,3.65,215.044,7.682
1,2011-06-17,1532114.86,0,86.0,3.64,214.998,7.682
1,2011-06-24,1438830.15,0,84.0,3.59,215.091,7.682
1,2011-07-01,1488538.09,0,86.0,3.52,215.184,7.962
1,2011-07-08,1534849.64,0,86.0,3.48,215.277,7.962
1,2011-07-15,1455119.97,0,89.0,3.58,215.361,7.962
1,2011-07-22,1396926.82,0,86.0,3.65,215.422,7.962
1,2011-07-29,1352219.79,0,87.0,3.68,215.483,7.962
1,2011-08-05,1624383.75,0,92.0,3.68,215.545,7.962
1,2011-08-12,1525147.09,0,91.0,3.64,215.606,7.962
1,2011-08-19,1530761.43,0,90.0,3.55,215.669,7.962
1,2011-08-26,1464693.46,0,88.0,3.52,215.733,7.962
1,2011-09-02,1550229.22,0,88.0,3.53,215.797,7.962
1,2011-09-09,1540471.24,1,76.0,3.55,215.861,7.962
1,2011-09-16,1514259.78,0,80.0,3.53,216.041,7.962
1,2011-09-23,1380020.27,0,76.0,3.47,216.376,7.962
1,2011-09-30,1394561.83,0,80.0,3.36,216.711,7.962
1,2011-10-07,1630989.95,0,69.0,3.28,217.045,7.866
1,2011-10-14,1493525.93,0,72.0,3.27,217.355,7.866
1,2011-10-21,1502562.78,0,64.0,3.35,217.516,7.866
1,2011-10-28,1445249.09,0,67.0,3.37,217.677,7.866
1,2011-11-04,1697229.58,0,55.0,3.33,217.837,7.866
1,2011-11-11,1594938.89,0,59.0,3.3,217.998,7.866
1,2011-11-18,1539483.7,0,62.0,3.31,218.221,7.866
1,2011-11-25,2033320.66,1,60.0,3.24,218.468,7.866
1,2011-12-02,1584083.95,0,49.0,3.17,218.715,7.866
1,2011-12-09,1799682.38,0,44.0,3.16,218.962,7.866
1,2011-12-16,1881176.67,0,52.0,3.16,219.179,7.866
1,2011-12-23,2270188.99,0,48.0,3.11,219.358,7.866
1,2011-12-30,1497462.72,1,45.0,3.13,219.536,7.866
1,2012-01-06,1550369.92,0,49.0,3.16,219.714,7.348
1,2012-01-13,1459601.17,0,49.0,3.26,219.893,7.348
1,2012-01-20,1394393.84,0,54.0,3.27,219.986,7.348
1,2012-01-27,1319325.59,0,54.0,3.29,220.079,7.348
1,2012-02-03,1636339.65,0,57.0,3.36,220.172,7.348
1,2012-02-10,1802477.43,1,48.0,3.41,220.265,7.348
1,2012-02-17,1819870.0,0,45.0,3.51,220.426,7.348
1,2012-02-24,1539387.83,0,57.0,3.56,220.637,7.348
1,2012-03-02,1688420.76,0,61.0,3.63,220.848,7.348
1,2012-03-09,1675431.16,0,59.0,3.67,221.059,7.348
1,2012-03-16,1677472.78,0,65.0,3.73,221.212,7.348
1,2012-03-23,1511068.07,0,66.0,3.79,221.286,7.348
1,2012-03-30,1649604.63,0,68.0,3.84,221.361,7.348
1,2012-04-06,1899676.88,0,70.0,3.89,221.436,7.143
1,2012-04-13,1621031.7,0,69.0,3.89,221.51,7.143
1,2012-04-20,1521577.87,0,67.0,3.88,221.564,7.143
1,2012-04-27,1468928.37,0,67.0,3.81,221.618,7.143
1,2012-05-04,1684519.99,0,76.0,3.75,221.672,7.143
1,2012-05-11,1611096.05,0,74.0,3.69,221.726,7.143
1,2012-05-18,1595901.87,0,70.0,3.63,221.743,7.143
1,2012-05-25,1555444.55,0,77.0,3.56,221.745,7.143
1,2012-06-01,1624477.58,0,78.0,3.5,221.747,7.143
1,2012-06-08,1697230.96,0,78.0,3.45,221.749,7.143
1,2012-06-15,1630607.0,0,79.0,3.39,221.763,7.143
1,2012-06-22,1527845.81,0,78.0,3.35,221.803,7.143
1,2012-06-29,1540421.49,0,85.0,3.29,221.843,7.143
1,2012-07-06,1769854.16,0,82.0,3.23,221.884,6.908
1,2012-07-13,1527014.04,0,77.0,3.26,221.924,6.908
1,2012-07-20,1497954.76,0,80.0,3.31,221.933,6.908
1,2012-07-27,1439123.71,0,83.0,3.41,221.941,6.908
1,2012-08-03,1631135.79,0,86.0,3.42,221.95,6.908
1,2012-08-10,1592409.97,0,85.0,3.49,221.958,6.908
1,2012-08-17,1597868.05,0,85.0,3.57,222.038,6.908
1,2012-08-24,1494122.38,0,78.0,3.62,222.172,6.908
1,2012-08-31,1582083.4,0,80.0,3.64,222.305,6.908
1,2012-09-07,1661767.33,1,84.0,3.73,222.439,6.908
1,2012-09-14,1517428.87,0,75.0,3.72,222.582,6.908
1,2012-09-21,1506126.06,0,70.0,3.72,222.782,6.908
1,2012-09-28,1437059.26,0,76.0,3.67,222.982,6.908
1,2012-10-05,1670785.97,0,69.0,3.62,223.181,6.573
1,2012-10-12,1573072.81,0,63.0,3.6,223.381,6.573
1,2012-10-19,1508068.77,0,68.0,3.59,223.426,6.573
1,2012-10-26,1493659.74,0,69.0,3.51,223.444,6.573
2,2010-02-05,2136989.46,0,40.0,2.57,210.753,8.324
2,2010-02-12,2137809.5,1,38.0,2.55,210.898,8.324
2,2010-02-19,2124451.54,0,40.0,2.51,210.945,8.324
2,2010-02-26,1865097.27,0,46.0,2.56,210.976,8.324
2,2010-03-05,1991013.13,0,47.0,2.62,211.007,8.324
2,2010-03-12,1990483.78,0,58.0,2.67,211.038,8.324
2,2010-03-19,1946070.88,0,55.0,2.72,210.873,8.324
2,2010-03-26,1750197.81,0,51.0,2.73,210.677,8.324
2,2010-04-02,2066187.72,0,63.0,2.72,210.48,8.2
2,2010-04-09,1954689.21,0,65.0,2.77,210.283,8.2
2,2010-04-16,1874957.94,0,68.0,2.81,210.15,8.2
2,2010-04-23,1821990.93,0,65.0,2.8,210.1,8.2
2,2010-04-30,1802450.29,0,67.0,2.78,210.051,8.2
2,2010-05-07,2042581.71,0,71.0,2.84,210.001,8.2
2,2010-05-14,1880752.36,0,73.0,2.85,209.998,8.2
2,2010-05-21,1896937.1,0,75.0,2.83,210.277,8.2
2,2010-05-28,1957113.89,0,81.0,2.76,210.555,8.2
2,2010-06-04,2102539.93,0,82.0,2.7,210.834,8.2
2,2010-06-11,2025538.76,0,83.0,2.67,211.112,8.2
2,2010-06-18,2001636.96,0,86.0,2.64,211.11,8.2
2,2010-06-25,1939927.09,0,86.0,2.65,210.995,8.2
2,2010-07-02,2003940.64,0,83.0,2.67,210.88,8.099
2,2010-07-09,1880902.62,0,83.0,2.64,210.766,8.099
2,2010-07-16,1845879.79,0,85.0,2.62,210.758,8.099
2,2010-07-23,1781717.71,0,88.0,2.61,210.892,8.099
2,2010-07-30,1804246.16,0,83.0,2.64,211.026,8.099
2,2010-08-06,1991909.98,0,90.0,2.63,211.161,8.099
2,2010-08-13,1895601.05,0,89.0,2.69,211.295,8.099
2,2010-08-20,1964335.23,0,89.0,2.66,211.26,8.099
2,2010-08-27,1863840.49,0,87.0,2.62,211.224,8.099
2,2010-09-03,1904608.09,0,82.0,2.58,211.189,8.099
2,2010-09-10,1839128.83,1,79.0,2.56,211.153,8.099
2,2010-09-17,1793903.6,0,82.0,2.58,211.181,8.099
2,2010-09-24,1724557.22,0,82.0,2.62,211.255,8.099
2,2010-10-01,1827440.43,0,69.0,2.6,211.33,8.163
2,2010-10-08,1849921.44,0,63.0,2.63,211.404,8.163
2,2010-10-15,1794355.49,0,66.0,2.72,211.471,8.163
2,2010-10-22,1737947.64,0,68.0,2.72,211.519,8.163
2,2010-10-29,1802755.11,0,66.0,2.72,211.566,8.163
2,2010-11-05,1939061.41,0,58.0,2.69,211.614,8.163
2,2010-11-12,1916812.74,0,60.0,2.73,211.661,8.163
2,2010-11-19,1956739.17,0,51.0,2.77,211.547,8.163
2,2010-11-26,2658725.29,1,63.0,2.74,211.406,8.163
2,2010-12-03,2015781.27,0,49.0,2.71,211.266,8.163
2,2010-12-10,2378726.55,0,46.0,2.84,211.125,8.163
2,2010-12-17,2609166.75,0,48.0,2.87,211.065,8.163
2,2010-12-24,3436007.68,0,50.0,2.89,211.065,8.163
2,2010-12-31,1750434.55,1,47.0,2.94,211.065,8.163
2,2011-01-07,1758050.79,0,45.0,2.98,211.065,8.028
2,2011-01-14,1744193.58,0,33.0,2.98,211.118,8.028
2,2011-01-21,1751384.9,0,41.0,3.02,211.486,8.028
2,2011-01-28,1695371.68,0,43.0,3.01,211.855,8.028
2,2011-02-04,1929346.23,0,38.0,2.99,212.224,8.028
2,2011-02-11,2168041.61,1,33.0,3.02,212.593,8.028
2,2011-02-18,2080884.82,0,58.0,3.04,212.903,8.028
2,2011-02-25,1833511.08,0,61.0,3.06,213.19,8.028
2,2011-03-04,1981607.78,0,58.0,3.29,213.478,8.028
2,2011-03-11,1879107.31,0,53.0,3.46,213.765,8.028
2,2011-03-18,1902557.66,0,62.0,3.49,214.016,8.028
2,2011-03-25,1766162.05,0,69.0,3.47,214.252,8.028
2,2011-04-01,1800171.36,0,55.0,3.52,214.489,7.931
2,2011-04-08,1847552.61,0,67.0,3.62,214.725,7.931
2,2011-04-15,1856467.84,0,69.0,3.74,214.942,7.931
2,2011-04-22,1886339.6,0,69.0,3.81,215.11,7.931
2,2011-04-29,1745545.28,0,69.0,3.81,215.277,7.931
2,2011-05-06,1837743.6,0,61.0,3.91,215.445,7.931
2,2011-05-13,1838513.07,0,75.0,3.9,215.612,7.931
2,2011-05-20,1688281.86,0,67.0,3.91,215.383,7.931
2,2011-05-27,1797732.56,0,76.0,3.79,215.154,7.931
2,2011-06-03,1933756.21,0,83.0,3.7,214.925,7.931
2,2011-06-10,1929153.16,0,83.0,3.65,214.696,7.931
2,2011-06-17,1953771.99,0,87.0,3.64,214.651,7.931
2,2011-06-24,1790925.8,0,85.0,3.59,214.744,7.931
2,2011-07-01,1866243.0,0,86.0,3.52,214.837,7.852
2,2011-07-08,1853161.99,0,88.0,3.48,214.93,7.852
2,2011-07-15,1785187.29,0,90.0,3.58,215.013,7.852
2,2011-07-22,1743816.41,0,89.0,3.65,215.075,7.852
2,2011-07-29,1680693.06,0,90.0,3.68,215.136,7.852
2,2011-08-05,1876704.26,0,93.0,3.68,215.198,7.852
2,2011-08-12,1812768.26,0,92.0,3.64,215.259,7.852
2,2011-08-19,1844094.59,0,90.0,3.55,215.323,7.852
2,2011-08-26,1821139.91,0,90.0,3.52,215.387,7.852
2,2011-09-02,1809119.7,0,90.0,3.53,215.451,7.852
2,2011-09-09,1748000.65,1,78.0,3.55,215.515,7.852
2,2011-09-16,1691439.52,0,79.0,3.53,215.694,7.852
2,2011-09-23,1669299.78,0,76.0,3.47,216.028,7.852
2,2011-09-30,1650394.44,0,78.0,3.36,216.362,7.852
2,2011-10-07,1837553.43,0,70.0,3.28,216.696,7.441
2,2011-10-14,1743882.19,0,72.0,3.27,217.005,7.441
2,2011-10-21,1834680.25,0,65.0,3.35,217.165,7.441
2,2011-10-28,1769296.25,0,66.0,3.37,217.325,7.441
2,2011-11-04,1959707.9,0,56.0,3.33,217.485,7.441
2,2011-11-11,1920725.15,0,59.0,3.3,217.646,7.441
2,2011-11-18,1902762.5,0,62.0,3.31,217.867,7.441
2,2011-11-25,2614202.3,1,56.0,3.24,218.113,7.441
2,2011-12-02,1954952.0,0,49.0,3.17,218.359,7.441
2,2011-12-09,2290549.32,0,42.0,3.16,218.605,7.441
2,2011-12-16,2432736.52,0,50.0,3.16,218.822,7.441
2,2011-12-23,3224369.8,0,47.0,3.11,219.0,7.441
2,2011-12-30,1874226.52,1,45.0,3.13,219.177,7.441
2,2012-01-06,1799520.14,0,47.0,3.16,219.355,7.057
2,2012-01-13,1744725.48,0,46.0,3.26,219.533,7.057
2,2012-01-20,1711769.11,0,52.0,3.27,219.626,7.057
2,2012-01-27,1660906.14,0,50.0,3.29,219.719,7.057
2,2012-02-03,1935299.94,0,55.0,3.36,219.812,7.057
2,2012-02-10,2103322.68,1,47.0,3.41,219.905,7.057
2,2012-02-17,2196688.46,0,44.0,3.51,220.065,7.057
2,2012-02-24,1861802.7,0,55.0,3.56,220.276,7.057
2,2012-03-02,1952555.66,0,59.0,3.63,220.487,7.057
2,2012-03-09,1937628.26,0,57.0,3.67,220.697,7.057
2,2012-03-16,1976082.13,0,64.0,3.73,220.85,7.057
2,2012-03-23,1790439.16,0,64.0,3.79,220.924,7.057
2,2012-03-30,1857480.84,0,67.0,3.84,220.999,7.057
2,2012-04-06,2129035.91,0,68.0,3.89,221.074,6.891
2,2012-04-13,1935869.1,0,68.0,3.89,221.148,6.891
2,2012-04-20,1847344.45,0,66.0,3.88,221.202,6.891
2,2012-04-27,1764133.09,0,67.0,3.81,221.256,6.891
2,2012-05-04,1923957.09,0,77.0,3.75,221.31,6.891
2,2012-05-11,1917520.99,0,74.0,3.69,221.363,6.891
2,2012-05-18,2000940.67,0,71.0,3.63,221.38,6.891
2,2012-05-25,1912791.09,0,78.0,3.56,221.383,6.891
2,2012-06-01,1910092.37,0,78.0,3.5,221.385,6.891
2,2012-06-08,2010216.49,0,79.0,3.45,221.388,6.891
2,2012-06-15,1962924.3,0,81.0,3.39,221.401,6.891
2,2012-06-22,1887733.21,0,81.0,3.35,221.441,6.891
2,2012-06-29,1881046.12,0,86.0,3.29,221.481,6.891
2,2012-07-06,2041507.4,0,84.0,3.23,221.522,6.565
2,2012-07-13,1830075.13,0,80.0,3.26,221.562,6.565
2,2012-07-20,1819666.46,0,83.0,3.31,221.57,6.565
2,2012-07-27,1757923.88,0,86.0,3.41,221.579,6.565
2,2012-08-03,1946104.64,0,90.0,3.42,221.587,6.565
2,2012-08-10,1866719.96,0,89.0,3.49,221.595,6.565
2,2012-08-17,1928016.01,0,85.0,3.57,221.675,6.565
2,2012-08-24,1876788.15,0,77.0,3.62,221.808,6.565
2,2012-08-31,1947083.3,0,83.0,3.64,221.942,6.565
2,2012-09-07,1898777.07,1,88.0,3.73,222.075,6.565
2,2012-09-14,1814806.63,0,76.0,3.72,222.217,6.565
2,2012-09-21,1829415.67,0,71.0,3.72,222.417,6.565
2,2012-09-28,1746470.56,0,79.0,3.67,222.616,6.565
2,2012-10-05,1998321.04,0,70.0,3.62,222.816,6.17
2,2012-10-12,1900745.13,0,61.0,3.6,223.015,6.17
2,2012-10-19,1847990.41,0,68.0,3.59,223.06,6.17
2,2012-10-26,1834458.35,0,70.0,3.51,223.078,6.17
3,2010-02-05,461622.22,0,46.0,2.57,214.425,7.368
3,2010-02-12,420728.96,1,48.0,2.55,214.575,7.368
3,2010-02-19,421642.19,0,47.0,2.51,214.62,7.368
3,2010-02-26,407204.86,0,52.0,2.56,214.648,7.368
3,2010-03-05,415202.04,0,53.0,2.62,214.675,7.368
3,2010-03-12,384200.69,0,63.0,2.67,214.703,7.368
3,2010-03-19,375328.59,0,60.0,2.72,214.53,7.368
3,2010-03-26,359949.27,0,57.0,2.73,214.324,7.368
3,2010-04-02,423294.4,0,66.0,2.72,214.118,7.343
3,2010-04-09,415870.28,0,68.0,2.77,213.912,7.343
3,2010-04-16,354993.26,0,67.0,2.81,213.773,7.343
3,2010-04-23,339976.65,0,68.0,2.8,213.722,7.343
3,2010-04-30,361248.39,0,70.0,2.78,213.672,7.343
3,2010-05-07,399323.86,0,73.0,2.84,213.621,7.343
3,2010-05-14,384357.94,0,77.0,2.85,213.62,7.343
3,2010-05-21,343763.17,0,76.0,2.83,213.912,7.343
3,2010-05-28,350089.23,0,79.0,2.76,214.204,7.343
3,2010-06-04,396968.8,0,79.0,2.7,214.496,7.343
3,2010-06-11,355017.09,0,82.0,2.67,214.788,7.343
3,2010-06-18,364076.85,0,84.0,2.64,214.786,7.343
3,2010-06-25,357346.48,0,84.0,2.65,214.666,7.343
3,2010-07-02,381151.72,0,82.0,2.67,214.546,7.346
3,2010-07-09,349214.18,0,82.0,2.64,214.427,7.346
3,2010-07-16,352728.78,0,84.0,2.62,214.418,7.346
3,2010-07-23,352864.49,0,83.0,2.61,214.556,7.346
3,2010-07-30,347955.05,0,82.0,2.64,214.695,7.346
3,2010-08-06,402635.76,0,85.0,2.63,214.834,7.346
3,2010-08-13,339597.38,0,87.0,2.69,214.973,7.346
3,2010-08-20,351728.21,0,88.0,2.66,214.931,7.346
3,2010-08-27,362134.09,0,86.0,2.62,214.89,7.346
3,2010-09-03,366473.97,0,84.0,2.58,214.848,7.346
3,2010-09-10,352260.97,1,81.0,2.56,214.807,7.346
3,2010-09-17,363064.64,0,82.0,2.58,214.832,7.346
3,2010-09-24,355626.87,0,77.0,2.62,214.908,7.346
3,2010-10-01,358784.1,0,74.0,2.6,214.985,7.564
3,2010-10-08,395107.35,0,67.0,2.63,215.061,7.564
3,2010-10-15,345584.39,0,70.0,2.72,215.129,7.564
3,2010-10-22,348895.98,0,72.0,2.72,215.178,7.564
3,2010-10-29,348591.74,0,72.0,2.72,215.227,7.564
3,2010-11-05,423175.56,0,63.0,2.69,215.277,7.564
3,2010-11-12,386635.03,0,63.0,2.73,215.326,7.564
3,2010-11-19,372545.32,0,58.0,2.77,215.207,7.564
3,2010-11-26,565567.84,1,69.0,2.74,215.061,7.564
3,2010-12-03,476420.77,0,54.0,2.71,214.915,7.564
3,2010-12-10,467642.03,0,51.0,2.84,214.769,7.564
3,2010-12-17,498159.39,0,52.0,2.87,214.705,7.564
3,2010-12-24,605990.41,0,57.0,2.89,214.702,7.564
3,2010-12-31,382677.76,1,53.0,2.94,214.699,7.564
3,2011-01-07,378241.34,0,53.0,2.98,214.696,7.551
3,2011-01-14,381061.1,0,45.0,2.98,214.747,7.551
3,2011-01-21,350876.7,0,51.0,3.02,215.127,7.551
3,2011-01-28,364866.24,0,49.0,3.01,215.507,7.551
3,2011-02-04,438516.53,0,46.0,2.99,215.886,7.551
3,2011-02-11,430526.21,1,44.0,3.02,216.266,7.551
3,2011-02-18,432782.1,0,62.0,3.04,216.584,7.551
3,2011-02-25,397211.19,0,67.0,3.06,216.878,7.551
3,2011-03-04,437084.51,0,65.0,3.29,217.172,7.551
3,2011-03-11,404753.3,0,61.0,3.46,217.465,7.551
3,2011-03-18,392109.51,0,69.0,3.49,217.724,7.551
3,2011-03-25,380683.67,0,73.0,3.47,217.967,7.551
3,2011-04-01,374556.08,0,69.0,3.52,218.211,7.574
3,2011-04-08,384075.31,0,73.0,3.62,218.455,7.574
3,2011-04-15,366250.69,0,76.0,3.74,218.679,7.574
3,2011-04-22,391860.04,0,77.0,3.81,218.851,7.574
3,2011-04-29,367405.4,0,79.0,3.81,219.024,7.574
3,2011-05-06,413042.12,0,69.0,3.91,219.196,7.574
3,2011-05-13,386312.68,0,80.0,3.9,219.368,7.574
3,2011-05-20,364603.13,0,76.0,3.91,219.127,7.574
3,2011-05-27,369350.6,0,84.0,3.79,218.886,7.574
3,2011-06-03,394507.84,0,84.0,3.7,218.645,7.574
3,2011-06-10,391638.75,0,85.0,3.65,218.404,7.574
3,2011-06-17,403423.34,0,87.0,3.64,218.355,7.574
3,2011-06-24,385520.71,0,85.0,3.59,218.451,7.574
3,2011-07-01,368962.72,0,85.0,3.52,218.547,7.567
3,2011-07-08,395146.24,0,85.0,3.48,218.642,7.567
3,2011-07-15,373454.33,0,87.0,3.58,218.728,7.567
3,2011-07-22,360617.37,0,86.0,3.65,218.786,7.567
3,2011-07-29,345381.29,0,88.0,3.68,218.844,7.567
3,2011-08-05,409981.25,0,88.0,3.68,218.902,7.567
3,2011-08-12,380376.85,0,89.0,3.64,218.961,7.567
3,2011-08-19,379716.91,0,88.0,3.55,219.023,7.567
3,2011-08-26,366367.55,0,88.0,3.52,219.087,7.567
3,2011-09-02,375988.69,0,89.0,3.53,219.15,7.567
3,2011-09-09,377347.49,1,82.0,3.55,219.214,7.567
3,2011-09-16,375629.51,0,84.0,3.53,219.397,7.567
3,2011-09-23,365248.94,0,80.0,3.47,219.741,7.567
3,2011-09-30,368477.93,0,83.0,3.36,220.086,7.567
3,2011-10-07,403342.4,0,76.0,3.28,220.43,7.197
3,2011-10-14,368282.57,0,74.0,3.27,220.749,7.197
3,2011-10-21,394976.36,0,69.0,3.35,220.914,7.197
3,2011-10-28,389540.62,0,71.0,3.37,221.08,7.197
3,2011-11-04,459443.22,0,59.0,3.33,221.246,7.197
3,2011-11-11,407764.25,0,62.0,3.3,221.412,7.197
3,2011-11-18,398838.97,0,64.0,3.31,221.643,7.197
3,2011-11-25,556925.19,1,68.0,3.24,221.901,7.197
3,2011-12-02,472511.32,0,55.0,3.17,222.159,7.197
3,2011-12-09,468772.8,0,49.0,3.16,222.417,7.197
3,2011-12-16,510747.62,0,58.0,3.16,222.643,7.197
3,2011-12-23,551221.21,0,53.0,3.11,222.826,7.197
3,2011-12-30,410553.88,1,48.0,3.13,223.009,7.197
3,2012-01-06,398178.21,0,52.0,3.16,223.192,6.833
3,2012-01-13,367438.62,0,52.0,3.26,223.376,6.833
3,2012-01-20,365818.61,0,56.0,3.27,223.47,6.833
3,2012-01-27,349518.1,0,58.0,3.29,223.565,6.833
3,2012-02-03,424960.66,0,59.0,3.36,223.659,6.833
3,2012-02-10,473292.47,1,52.0,3.41,223.754,6.833
3,2012-02-17,475591.08,0,52.0,3.51,223.917,6.833
3,2012-02-24,418925.47,0,60.0,3.56,224.132,6.833
3,2012-03-02,469752.56,0,62.0,3.63,224.347,6.833
3,2012-03-09,445162.05,0,61.0,3.67,224.562,6.833
3,2012-03-16,411775.8,0,64.0,3.73,224.717,6.833
3,2012-03-23,413907.25,0,67.0,3.79,224.791,6.833
3,2012-03-30,407488.84,0,69.0,3.84,224.865,6.833
3,2012-04-06,503232.13,0,73.0,3.89,224.939,6.664
3,2012-04-13,420789.74,0,73.0,3.89,225.014,6.664
3,2012-04-20,434822.13,0,72.0,3.88,225.069,6.664
3,2012-04-27,394616.11,0,73.0,3.81,225.124,6.664
3,2012-05-04,439913.57,0,80.0,3.75,225.18,6.664
3,2012-05-11,431985.36,0,75.0,3.69,225.235,6.664
3,2012-05-18,418112.76,0,72.0,3.63,225.251,6.664
3,2012-05-25,413701.29,0,79.0,3.56,225.252,6.664
3,2012-06-01,432268.53,0,82.0,3.5,225.252,6.664
3,2012-06-08,446336.8,0,82.0,3.45,225.252,6.664
3,2012-06-15,442074.79,0,85.0,3.39,225.264,6.664
3,2012-06-22,419497.95,0,83.0,3.35,225.307,6.664
3,2012-06-29,422965.33,0,86.0,3.29,225.349,6.664
3,2012-07-06,411206.5,0,83.0,3.23,225.392,6.334
3,2012-07-13,416913.1,0,82.0,3.26,225.434,6.334
3,2012-07-20,432424.85,0,81.0,3.31,225.444,6.334
3,2012-07-27,389427.9,0,85.0,3.41,225.454,6.334
3,2012-08-03,419990.29,0,87.0,3.42,225.464,6.334
3,2012-08-10,391811.6,0,86.0,3.49,225.474,6.334
3,2012-08-17,394918.83,0,87.0,3.57,225.556,6.334
3,2012-08-24,412449.67,0,83.0,3.62,225.693,6.334
3,2012-08-31,408838.73,0,85.0,3.64,225.829,6.334
3,2012-09-07,408229.73,1,85.0,3.73,225.966,6.334
3,2012-09-14,407589.16,0,78.0,3.72,226.112,6.334
3,2012-09-21,414392.09,0,73.0,3.72,226.315,6.334
3,2012-09-28,389813.02,0,77.0,3.67,226.518,6.334
